Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Trans Creeper Gear,Trans Desc,Carline Class Desc,Label Recalc?,Stop/Start System (Engine Management System)  Description
1.8,4,34.4702,6,10.0,2,2,N,Automated Manual,Two Seaters,N,No
6.0,12,18.1901,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.7,8,20.5806,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.7,8,19.4895,6,10.0,2,2,N,Manual,Two Seaters,N,No
4.7,8,20.5806,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.7,8,19.4895,6,10.0,2,2,N,Manual,Two Seaters,N,No
4.7,8,20.5806,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.7,8,19.4895,6,10.0,2,2,N,Manual,Two Seaters,N,No
4.2,8,20.5904,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
4.2,8,17.0265,6,15.0,2,2,N,Manual,Two Seaters,N,No
5.2,10,19.4796,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
5.2,10,16.8527,6,15.0,2,2,N,Manual,Two Seaters,N,No
4.2,8,20.5904,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
4.2,8,17.0265,6,15.0,2,2,N,Manual,Two Seaters,N,No
5.2,10,19.4796,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
5.2,10,16.8527,6,15.0,2,2,N,Manual,Two Seaters,N,No
2.0,4,33.2728,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
4.0,8,21.0282,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,No
2.0,4,34.1594,8,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
2.0,4,34.817,6,10.0,2,2,N,Manual,Two Seaters,N,Yes
3.0,6,25.3494,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
3.0,6,25.3494,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
8.0,16,12.4782,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
6.2,8,25.962,8,10.0,1,1,N,Semi-Automatic,Two Seaters,N,No
6.2,8,20.5173,8,10.0,1,1,N,Semi-Automatic,Two Seaters,N,No
6.2,8,27.1836,7,10.0,1,1,N,Manual,Two Seaters,N,No
6.2,8,22.6242,7,10.0,1,1,N,Manual,Two Seaters,N,No
8.4,10,18.78,6,10.0,1,1,N,Manual,Two Seaters,N,No
4.5,8,18.6649,7,10.0,2,2,N,Automated Manual,Two Seaters,N,Yes
4.5,8,18.3593,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.5,8,18.3593,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.5,8,18.6649,7,10.0,2,2,N,Automated Manual,Two Seaters,N,Yes
4.5,8,18.6649,7,10.0,2,2,N,Automated Manual,Two Seaters,N,Yes
4.5,8,18.3593,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
4.5,8,18.6649,7,10.0,2,2,N,Automated Manual,Two Seaters,N,Yes
4.5,8,18.3593,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
6.3,12,17.0002,7,10.0,2,2,N,Automated Manual,Two Seaters,N,Yes
6.3,12,16.7215,7,10.0,2,2,N,Automated Manual,Two Seaters,N,No
1.5,4,51.1079,7,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Two Seaters,N,Yes
1.5,4,46.0738,6,10.0,2,2,N,Manual,Two Seaters,N,Yes
3.0,6,29.921,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
3.0,6,29.921,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
5.0,8,23.7078,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
3.0,6,29.0058,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
3.0,6,29.0058,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
5.0,8,23.7078,8,15.0,2,2,N,Semi-Automatic,Two Seaters,N,Yes
6.5,12,16.2581,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,Yes
6.5,12,14.4817,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,Yes
5.2,10,19.8471,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
6.5,12,15.6681,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
2.0,4,30.559,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
2.0,4,32.3665,5,10.0,2,2,N,Manual,Two Seaters,N,No
2.0,4,31.2651,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.8,8,22.6993,7,10.0,2,2,N,Automatic,Two Seaters,N,No
3.8,8,22.6993,7,10.0,2,2,N,Automatic,Two Seaters,N,No
1.8,4,34.7057,7,10.0,2,2,N,Automatic,Two Seaters,N,No
3.5,6,31.6963,7,10.0,2,2,N,Automatic,Two Seaters,N,Yes
1.6,4,41.407,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,43.4539,6,10.0,2,2,N,Manual,Two Seaters,N,No
1.6,4,38.7636,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,39.8554,6,10.0,2,2,N,Manual,Two Seaters,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Two Seaters,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Two Seaters,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Two Seaters,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Two Seaters,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.8,6,21.6822,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
2.7,6,33.6298,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
2.7,6,31.1731,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.4,6,32.6906,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
3.4,6,28.8146,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.4,6,31.5932,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
3.4,6,29.5284,6,10.0,2,2,N,Manual,Two Seaters,N,No
2.7,6,33.6298,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
2.7,6,31.1731,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.4,6,32.6906,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
3.4,6,28.8146,6,10.0,2,2,N,Manual,Two Seaters,N,No
3.4,6,31.5932,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Two Seaters,N,No
3.4,6,29.5284,6,10.0,2,2,N,Manual,Two Seaters,N,No
5.9,12,19.4,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
6.0,12,20.4316,8,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
3.9,8,24.0347,7,10.0,2,2,N,Automated Manual,Minicompact Cars,N,Yes
3.9,8,23.5286,7,10.0,2,2,N,Automated Manual,Minicompact Cars,N,No
1.4,4,36.4714,6,10.0,2,2,N,Automatic,Minicompact Cars,N,No
1.4,4,40.022,6,10.0,2,2,N,Automatic,Minicompact Cars,N,No
1.4,4,40.4989,5,10.0,2,2,N,Manual,Minicompact Cars,N,No
1.4,4,46.2571,5,10.0,2,2,N,Manual,Minicompact Cars,N,No
1.4,4,36.4714,6,10.0,2,2,N,Automatic,Minicompact Cars,N,No
1.4,4,40.4989,5,10.0,2,2,N,Manual,Minicompact Cars,N,No
5.0,8,24.0404,6,15.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
5.0,8,22.6216,6,15.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
5.0,8,22.3008,6,15.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
5.0,8,23.3026,6,15.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
1.6,4,38.7636,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
1.6,4,39.8554,6,10.0,2,2,N,Manual,Minicompact Cars,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Minicompact Cars,N,No
1.6,4,37.873,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
1.6,4,39.2706,6,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.4,6,30.3389,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.4,6,28.5822,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.4,6,30.1071,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.4,6,28.7688,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.4,6,29.3854,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.4,6,28.0884,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,27.678,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,27.1045,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,26.8467,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,26.4728,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,28.5037,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,27.7487,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,27.8027,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,27.3312,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.4,6,30.7045,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.4,6,28.7955,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,27.8144,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,27.428,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,27.678,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,26.4728,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,29.1356,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,28.6337,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,28.6906,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,28.2451,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.4,6,28.5578,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.4,6,27.5924,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,27.3812,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,26.9652,7,10.0,2,2,N,Manual,Minicompact Cars,N,No
3.8,6,25.7642,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
3.8,6,25.7642,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Minicompact Cars,N,No
2.0,4,37.0959,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
2.0,4,32.37,6,10.0,2,2,N,Manual,Minicompact Cars,N,No
1.3,4,52.2891,1,15.0,2,2,N,Continuously Variable,Minicompact Cars,N,No
2.0,4,37.0727,6,10.0,2,2,N,Semi-Automatic,Minicompact Cars,N,No
2.0,4,32.3228,6,10.0,2,2,N,Manual,Minicompact Cars,N,No
6.0,12,21.3382,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
1.8,4,34.858,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
1.8,4,36.2224,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,34.3094,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,35.1828,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,31.4377,8,85.0,2,2,N,Semi-Automatic,Subcompact Cars,Y,No
2.0,4,32.3011,8,85.0,2,2,N,Semi-Automatic,Subcompact Cars,Y,No
2.0,4,33.1059,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
4.2,8,22.8332,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
4.2,8,22.6159,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,33.1767,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
3.0,6,26.9372,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
3.0,6,24.4063,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
3.0,6,26.4165,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,33.2728,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
4.0,8,21.7662,8,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
6.0,12,18.1658,8,85.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
2.0,4,36.7347,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,34.3735,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
2.0,4,35.1959,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,35.8594,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,34.4331,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,35.1311,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,33.1031,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,31.0299,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,30.2647,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,31.0299,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,32.6693,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,30.2647,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,30.2647,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
4.4,8,25.3166,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
4.4,8,25.3166,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
4.4,8,24.0727,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
4.4,8,24.9531,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.0,6,32.6693,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,29.05,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
3.0,6,32.6295,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,28.4267,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
3.0,6,30.948,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
3.0,6,25.1945,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,Yes
3.0,6,26.1423,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
4.4,8,20.525,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,Yes
4.4,8,22.0541,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
4.4,8,20.525,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,Yes
4.4,8,22.0541,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
1.2,4,45.5243,1,10.0,2,2,N,Continuously Variable,Subcompact Cars,N,No
1.2,4,46.5881,5,10.0,2,2,N,Manual,Subcompact Cars,N,No
1.6,4,41.2163,6,15.0,2,2,N,Automated Manual,Subcompact Cars,N,No
1.6,4,41.3746,5,15.0,2,2,N,Manual,Subcompact Cars,N,No
1.0,3,48.3501,5,15.0,2,2,N,Manual,Subcompact Cars,N,No
1.6,4,42.5882,6,15.0,2,2,N,Automated Manual,Subcompact Cars,N,No
2.3,4,33.0657,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
2.3,4,33.766,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
3.7,6,28.5429,6,15.0,2,2,N,Automatic,Subcompact Cars,N,No
3.7,6,27.3703,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
5.0,8,24.4234,6,15.0,2,2,N,Automatic,Subcompact Cars,N,No
5.0,8,23.7666,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
2.3,4,31.0504,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
5.0,8,23.393,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.8,6,23.8369,8,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.8,6,23.4292,6,10.0,2,2,N,Manual,Subcompact Cars,N,No
2.5,6,32.0641,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.5,6,28.9267,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.5,6,29.4338,8,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
3.5,6,27.9371,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
5.0,8,25.3158,8,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
4.7,8,19.9146,6,10.0,2,2,N,Automatic,Subcompact Cars,N,No
4.7,8,19.7608,6,10.0,2,2,N,Automatic,Subcompact Cars,N,No
3.5,6,29.0952,7,10.0,2,2,N,Automatic,Subcompact Cars,N,Yes
1.5,3,42.0813,6,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
1.5,3,44.5667,6,10.0,2,2,N,Manual,Subcompact Cars,N,No
1.5,3,42.0813,6,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
1.5,3,44.1922,6,10.0,2,2,N,Manual,Subcompact Cars,N,No
2.0,4,38.0682,6,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
2.0,4,36.2513,6,10.0,2,2,N,Manual,Subcompact Cars,N,No
2.0,4,38.0682,6,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
2.0,4,36.2513,6,10.0,2,2,N,Manual,Subcompact Cars,N,No
2.0,4,36.7711,6,10.0,2,2,N,Semi-Automatic,Subcompact Cars,N,Yes
2.0,4,33.9305,6,10.0,2,2,N,Manual,Subcompact Cars,N,Yes
1.8,4,35.9488,6,15.0,2,2,N,Semi-Automatic,Subcompact Cars,N,No
2.0,4,33.2591,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,33.1352,6,15.0,2,2,N,Manual,Subcompact Cars,N,No
2.0,4,32.4219,6,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Subcompact Cars,N,No
2.0,4,37.4777,5,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.4,4,32.166,6,10.0,2,2,N,Manual,Compact Cars,N,No
2.4,4,38.3003,8,10.0,2,2,N,Automated Manual,Compact Cars,N,No
3.5,6,34.7393,9,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.5,6,33.1457,9,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,35.4089,8,15.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Compact Cars,N,No
2.0,4,32.3011,8,85.0,2,2,N,Semi-Automatic,Compact Cars,Y,No
2.0,4,33.1059,6,15.0,2,2,N,Manual,Compact Cars,N,No
2.0,4,29.9555,6,15.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,29.5284,6,15.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.0,6,26.9372,7,15.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Compact Cars,N,No
3.0,6,24.4063,6,15.0,2,2,N,Manual,Compact Cars,N,No
4.0,8,23.6806,8,15.0,2,2,N,Semi-Automatic,Compact Cars,N,No
6.0,12,19.3741,8,85.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,36.854,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,36.2709,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
2.0,4,35.8594,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,36.0644,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,34.3735,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
2.0,4,34.4717,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,32.6693,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,31.0673,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
3.0,6,30.948,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,29.6685,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
2.0,4,36.0644,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,34.3735,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
2.0,4,35.1311,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,34.4717,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
2.0,4,33.9938,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,32.6693,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,31.0673,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
3.0,6,32.6693,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,30.948,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,29.6685,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
3.0,6,31.0267,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,31.0299,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,30.2647,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
4.4,8,25.3166,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
4.4,8,24.0727,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,37.6899,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
4.4,8,24.0727,8,10.0,2,2,N,Semi-Automatic,Compact Cars,N,Yes
3.0,6,25.0855,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Compact Cars,N,Yes
3.0,6,26.1423,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
3.0,6,25.0855,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Compact Cars,N,Yes
3.0,6,26.1423,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
4.4,8,20.525,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Compact Cars,N,Yes
4.4,8,22.0541,6,10.0,2,2,N,Manual,Compact Cars,N,Yes
2.0,4,31.3793,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,31.5709,6,10.0,2,2,N,Manual,Compact Cars,N,No
2.4,4,32.7628,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,31.9508,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,29.9743,6,10.0,2,2,N,Manual,Compact Cars,N,No
2.5,4,33.1271,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.6,6,28.2902,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,30.3806,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.6,6,27.7996,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.6,6,29.2021,6,10.0,2,2,N,Automatic,Compact Cars,N,No
3.6,6,27.0711,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
3.6,6,26.5049,6,10.0,2,2,N,Manual,Compact Cars,N,No
6.2,8,23.7725,6,10.0,1,1,N,Semi-Automatic,Compact Cars,N,No
1.4,4,40.8578,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
1.4,4,43.9612,6,10.0,2,2,N,Manual,Compact Cars,N,No
1.8,4,37.7924,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
1.8,4,39.4158,5,10.0,2,2,N,Manual,Compact Cars,N,No
1.4,4,37.6394,6,10.0,2,2,N,Semi-Automatic,Compact Cars,N,No
1.4,4,39.3546,6,10.0,2,2,N,Manual,Compact Cars,N,No
1.6,4,39.4028,6,15.0,2,2,N,Manual,Compact Cars,N,No
1.0,3,44.5387,6,15.0,2,2,N,Manual,Compact Cars,N,No
2.0,4,42.0773,6,15.0,2,2,N,Automated Manual,Compact Cars,N,No
2.0,4,40.5029,6,15.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,39.4676,5,15.0,2,2,N,Manual,Compact Cars,N,No
2.0,4,34.9653,6,15.0,2,2,N,Manual,Compact Cars,N,No
2.0,4,42.1307,6,85.0,2,2,N,Automated Manual,Compact Cars,N,No
2.0,4,40.5031,6,85.0,2,2,N,Semi-Automatic,Compact Cars,N,No
2.0,4,39.4676,5,85.0,2,2,N,Manual,Compact Cars,N,No
1.0,3,46.9885,6,15.0,2,2,N,Manual,Compact Cars,N,No
1.8,4,44.7821,1,10.0,2,2,N,Continuously Variable,Compact Cars,N,No
1.8,4,44.1548,7,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Compact Cars,N,No
1.8,4,41.6456,5,10.0,2,2,N,Manual,Compact Cars,N,No
2.4,4,31.6736,6,10.0,2,2,N,Manual,Compact Cars,N,No
1.8,4,47.5222,1,10.0,2,2,N,Continuously Variable,Compact Cars,N,No
1.5,4,63.7285,1,10.0,1,1,N,Continuously Variable,Compact Cars,N,Yes
